add_time,lat,lon,store_address,store_name,topic
2019-11-14,28.848622485508248,115.57547849794508,江西省南昌市安义县前进路,新大洲电动车,新大洲
2019-11-14,28.71709065713189,115.95732288820031,江西省南昌市青山湖区民丰路,新大洲电动车,新大洲
2019-11-14,28.63516560169093,115.9209669119516,江西省南昌市青云谱区青云谱北路,新大洲电动车,新大洲
2019-11-14,28.774823735326404,115.89324116603956,江西省南昌市青山湖区经港宾馆北50米(金港路西),新大洲电动车,新大洲
2019-11-14,28.549964134699525,115.93463432036599,江西省南昌市南昌县斗柏路285号附近,新大洲电动车,新大洲
2019-11-14,28.66140750137647,115.9089588597628,江西省南昌市西湖区洪城路195附近,新大洲电动车,新大洲
2019-11-14,28.698748625155122,115.82145092530017,南昌市新建区,新大洲电动车,新大洲
2019-11-14,28.644056015895877,115.9282403164939,江西省南昌市青云谱区新溪桥北一路107附近,新大洲电动车,新大洲
2019-11-14,28.71213720223644,115.86686519512196,江西省南昌市青山湖区庐山南大道902附近,新大洲电动车,新大洲
2019-11-14,28.68468505214583,116.39006564682069,江西省南昌市进贤县雷家三里大道三里乡政府附近,新大洲电动车,新大洲
2019-11-14,28.700285741775257,115.9062052865789,三经路113号-1栋,新大洲电动车,新大洲
2019-11-14,28.645421015892,115.92270037658515,江西省南昌市青云谱区洪都南大道260号新大洲电动车专卖店,新大洲电动车专卖店,新大洲
2019-11-14,28.598578720300463,115.88827525502946,金沙二路3320号附近,新大洲电动车,新大洲
2019-11-14,28.686103237160715,115.8271195187274,江西省南昌市新建区长征西路336号附近,新大洲电动车(新建旗舰店),新大洲
2019-11-14,28.7508671268894,115.85845635127981,江西省南昌市青山湖区庐山中大道591号附近,新大洲电动车(下罗财院专卖店),新大洲
2019-11-14,28.374690734668015,116.2636597084831,江西省南昌市进贤县进贤大道576号附近,新大洲本田电动车,新大洲
2019-11-14,28.289230439880626,116.13020766059859,南昌市进贤县文港大道106号,新大洲电动车(文港专卖店),新大洲
2019-11-14,28.672616308659613,116.10114885591388,昌万公路南50米,新大洲本田电动车,新大洲
2019-11-14,28.672971172915037,116.00140819856294,创新大道与艾溪湖一路交叉口南150米,新大洲电动车太子殿专卖,新大洲
2019-11-14,28.63804851472127,115.9978795539107,南昌市青山湖区解放东路145号,新大洲电动车(罗家集专卖店),新大洲
2019-11-14,28.54055935826436,115.95287508746921,莲塘南大道149号附近,新大洲电动车(莲塘专卖),新大洲
2019-11-14,28.657554262980963,115.95519561326905,洪都南大道260号,新大洲本田电动车(新溪桥西二路店),新大洲
2019-11-14,28.673867845460325,115.9303307183302,岔道口东路10号-8栋,新大洲本田电动车,新大洲
2019-11-14,28.613333381296894,115.95055081179345,江西省南昌市青山湖区朱桥东路朱桥公寓43栋底商,新大洲电动车(朱桥东路专卖店),新大洲
2019-11-14,28.23338489566735,116.18430580542002,江西省南昌市进贤县李渡镇李渡大道720号新大洲电瓶车店,新大洲电瓶车店,新大洲
2019-11-14,28.627693480697783,115.92548701010672,广州路2号包家花园加油站旁,新大洲本田电动车南昌总代理(广州路店),新大洲
2019-11-14,28.68945529506072,115.86458944231661,幽街口段北50米,新大洲本田电动车(幽兰专卖),新大洲
2019-11-14,28.663677041812523,115.90598090513377,江西省南昌市西湖区前进路50号-3栋,金狮新大洲电动车4S售后服务中心,新大洲
2019-11-14,27.829046342952427,114.98172668558453,江西省新余市渝水区渝东大道,新大洲电动车,新大洲
2019-11-14,27.806219021376616,114.95387314259851,江西省新余市渝水区康居路114号2单元401,新大洲电动车,新大洲
2019-11-14,27.812139387448887,114.94093258335505,江西省新余市渝水区锦龙路270号,新大洲电动车,新大洲
2019-11-14,41.12188150762001,121.14679890322745,辽宁省锦州市古塔区解放路2段74号58附近,新大洲电动车,新大洲
2019-11-14,41.122802969190715,121.12691703345999,锦州市古塔区长安里106-91号,新大洲本田电动车(锦州旗舰店),新大洲
2019-11-14,38.93170970015966,121.63603222022331,大连市西岗区大菜市4号,新大洲电动车,新大洲
2019-11-14,39.399349102377954,121.97625830497154,辽宁省大连市普兰店区南山路350号附近,小李新大洲本田,新大洲
2019-11-14,41.57060305104223,108.5178318110518,内蒙古自治区巴彦淖尔市乌拉特中旗乌兰大街,新大洲电动车,新大洲
2019-11-14,40.75668072584017,107.3695337956837,巴彦淖尔市临河区714县道与714省道交叉口西100米,新大洲本田摩托车,新大洲
