add_time,lat,lon,store_address,store_name,topic
2019-11-14,28.681765071760243,116.00525386780583,江西省南昌市南昌县创新二路,立马电动车,立马
2019-11-14,28.662556574166093,115.90564183522761,江西省南昌市西湖区抚河中路29附近,立马电动车,立马
2019-11-14,28.551604186108275,115.95046017276752,南昌市南昌县,立马电动车,立马
2019-11-14,28.698748625155122,115.82145092530017,南昌市新建区,立马电动车,立马
2019-11-14,28.68945529506072,115.86458944231661,璜垦街与璜源山路交叉口东北100米,立马电动车,立马
2019-11-14,28.443276957131896,115.97527615496075,江西省南昌市南昌县思强北路357号附近,立马电动车,立马
2019-11-14,28.65733188543913,115.88173082271334,桃花镇抚生路552号,立马电动车,立马
2019-11-14,28.701159960824274,115.97759545348498,江西省南昌市青山湖区火炬二路86号附近,立马电动车,立马
2019-11-14,28.37862428904655,116.2663055424974,江西省南昌市进贤县农夫路,立马电动车,立马
2019-11-14,28.551350494916818,115.93353193117696,江西省南昌市南昌县莲西路447号附近,立马电动车,立马
2019-11-14,28.691081264208776,116.01737710611688,昌东镇(南昌高新开发区)太子殿尤氨路,立马电动车,立马
2019-11-14,28.65850161321751,116.00247850083196,江西省南昌市青山湖区货场路319号附近,立马电动车,立马
2019-11-14,28.384723126543687,116.26244314950084,南昌市进贤县嘉禾路与民和路交叉口西100米,立马电动车,立马
2019-11-14,28.66343909249846,115.83326903258553,江西省南昌市新建区中国农业银行西北(049县道南),立马电动车,立马
2019-11-14,28.367258130803954,116.26643386364285,江西省南昌市进贤县迎春二路,立马电动车,立马
2019-11-14,28.378357851291067,116.26845017234241,江西省南昌市进贤县农夫路127号附近,立马电动车,立马
2019-11-14,28.610840028373918,115.9331435060167,江西省南昌市青云谱区南莲路386号附近,立马电动车,立马
2019-11-14,28.692170268799927,115.95823393258041,江西省南昌市青山湖区发展路66号1栋附近,立马电动车,立马
2019-11-14,28.28923085579954,116.13062122352565,南昌市进贤县文港大道124号附近,立马电动车,立马
2019-11-14,28.415645299796537,115.71392204901085,江西省南昌市新建区义渡乡农业技术推广站西50米,立马电动车,立马
2019-11-14,28.246004006896477,116.23452422748048,江西省南昌市进贤县中国邮政速递物流(进贤县温圳镇政府东北),上海立马电动车,立马
2019-11-14,28.447979437363692,115.63001546355687,江西省南昌市新建区石岗镇新建县石岗中学附近,立马电动车,立马
