add_date,auction_sku,avg_rate,cms_source,rate_content,rate_date,reserve_rice,shop_list,shop_title,store_name,topic
2019-10-18,电压:60V;颜色分类:白色,4.8,天猫,电瓶车很好，开着电瓶声音不会吵，速度也快，开着很舒适,2019-10-13 17:28:53,3780.00,"['证书编号：2018011102065910', '证书状态：有效', '产品名称：电动两轮轻便摩托车', '3C规格型号：XR800DQT-2A', '产品名称：SUNRA/新日 欧妮', '品牌:SUNRA/新日', '型号:欧妮', '产地:中国大陆', '适用性别:通用', '颜色分类:白色蓝色黑色粉色', '电压:60V', '制动方式:前后毂式', '适用人群:成人', '最高时速:50km/h(不含）-70km/h（含）', '续航里程:45km(含)-55km(不含)', '尺寸:1700x800x1100mm', '整备质量:60kg', '最大功率:500KW']",新日小龟王电动车风雅欧妮电动摩托车60V成人男女电瓶助力踏板车,新日雷利来专卖店,新日
2019-10-18,电压:60V;颜色分类:白色,4.8,天猫,颜值很高，质量也棒棒的,2019-09-30 09:27:52,3780.00,"['证书编号：2018011102065910', '证书状态：有效', '产品名称：电动两轮轻便摩托车', '3C规格型号：XR800DQT-2A', '产品名称：SUNRA/新日 欧妮', '品牌:SUNRA/新日', '型号:欧妮', '产地:中国大陆', '适用性别:通用', '颜色分类:白色蓝色黑色粉色', '电压:60V', '制动方式:前后毂式', '适用人群:成人', '最高时速:50km/h(不含）-70km/h（含）', '续航里程:45km(含)-55km(不含)', '尺寸:1700x800x1100mm', '整备质量:60kg', '最大功率:500KW']",新日小龟王电动车风雅欧妮电动摩托车60V成人男女电瓶助力踏板车,新日雷利来专卖店,新日
2019-10-18,电压:60V;颜色分类:白色,4.8,天猫,车子挺好的,2019-10-02 11:14:20,3780.00,"['证书编号：2018011102065910', '证书状态：有效', '产品名称：电动两轮轻便摩托车', '3C规格型号：XR800DQT-2A', '产品名称：SUNRA/新日 欧妮', '品牌:SUNRA/新日', '型号:欧妮', '产地:中国大陆', '适用性别:通用', '颜色分类:白色蓝色黑色粉色', '电压:60V', '制动方式:前后毂式', '适用人群:成人', '最高时速:50km/h(不含）-70km/h（含）', '续航里程:45km(含)-55km(不含)', '尺寸:1700x800x1100mm', '整备质量:60kg', '最大功率:500KW']",新日小龟王电动车风雅欧妮电动摩托车60V成人男女电瓶助力踏板车,新日雷利来专卖店,新日
2019-10-18,电压:60V;颜色分类:蓝色,4.8,天猫,这车子的质量好，我非常喜欢,2019-09-23 17:04:44,3780.00,"['证书编号：2018011102065910', '证书状态：有效', '产品名称：电动两轮轻便摩托车', '3C规格型号：XR800DQT-2A', '产品名称：SUNRA/新日 欧妮', '品牌:SUNRA/新日', '型号:欧妮', '产地:中国大陆', '适用性别:通用', '颜色分类:白色蓝色黑色粉色', '电压:60V', '制动方式:前后毂式', '适用人群:成人', '最高时速:50km/h(不含）-70km/h（含）', '续航里程:45km(含)-55km(不含)', '尺寸:1700x800x1100mm', '整备质量:60kg', '最大功率:500KW']",新日小龟王电动车风雅欧妮电动摩托车60V成人男女电瓶助力踏板车,新日雷利来专卖店,新日
2019-10-18,电压:60V;颜色分类:黑色,4.8,天猫,挺好的d,2019-09-24 15:05:11,3780.00,"['证书编号：2018011102065910', '证书状态：有效', '产品名称：电动两轮轻便摩托车', '3C规格型号：XR800DQT-2A', '产品名称：SUNRA/新日 欧妮', '品牌:SUNRA/新日', '型号:欧妮', '产地:中国大陆', '适用性别:通用', '颜色分类:白色蓝色黑色粉色', '电压:60V', '制动方式:前后毂式', '适用人群:成人', '最高时速:50km/h(不含）-70km/h（含）', '续航里程:45km(含)-55km(不含)', '尺寸:1700x800x1100mm', '整备质量:60kg', '最大功率:500KW']",新日小龟王电动车风雅欧妮电动摩托车60V成人男女电瓶助力踏板车,新日雷利来专卖店,新日
2019-10-18,电压:60V;颜色分类:粉色,4.8,天猫,电动车收到两天了，电池很耐用，骑起来很稳，减震也特别棒，对得起这个价格。,2019-09-01 22:58:01,3780.00,"['证书编号：2018011102065910', '证书状态：有效', '产品名称：电动两轮轻便摩托车', '3C规格型号：XR800DQT-2A', '产品名称：SUNRA/新日 欧妮', '品牌:SUNRA/新日', '型号:欧妮', '产地:中国大陆', '适用性别:通用', '颜色分类:白色蓝色黑色粉色', '电压:60V', '制动方式:前后毂式', '适用人群:成人', '最高时速:50km/h(不含）-70km/h（含）', '续航里程:45km(含)-55km(不含)', '尺寸:1700x800x1100mm', '整备质量:60kg', '最大功率:500KW']",新日小龟王电动车风雅欧妮电动摩托车60V成人男女电瓶助力踏板车,新日雷利来专卖店,新日
2019-10-18,电压:60V;颜色分类:白色,4.8,天猫,电瓶车老牌子质量还是很好的 ，收到骑了一下很轻盈没噪音，服务也很到位，值得购买,2019-09-10 21:17:06,3780.00,"['证书编号：2018011102065910', '证书状态：有效', '产品名称：电动两轮轻便摩托车', '3C规格型号：XR800DQT-2A', '产品名称：SUNRA/新日 欧妮', '品牌:SUNRA/新日', '型号:欧妮', '产地:中国大陆', '适用性别:通用', '颜色分类:白色蓝色黑色粉色', '电压:60V', '制动方式:前后毂式', '适用人群:成人', '最高时速:50km/h(不含）-70km/h（含）', '续航里程:45km(含)-55km(不含)', '尺寸:1700x800x1100mm', '整备质量:60kg', '最大功率:500KW']",新日小龟王电动车风雅欧妮电动摩托车60V成人男女电瓶助力踏板车,新日雷利来专卖店,新日
2019-10-18,电压:60V;颜色分类:蓝色,4.8,天猫,真心棒，又好看，又好骑，电瓶很好，速度还可以调节，邮到家没有一点磨损，非常好。,2019-09-05 14:11:38,3780.00,"['证书编号：2018011102065910', '证书状态：有效', '产品名称：电动两轮轻便摩托车', '3C规格型号：XR800DQT-2A', '产品名称：SUNRA/新日 欧妮', '品牌:SUNRA/新日', '型号:欧妮', '产地:中国大陆', '适用性别:通用', '颜色分类:白色蓝色黑色粉色', '电压:60V', '制动方式:前后毂式', '适用人群:成人', '最高时速:50km/h(不含）-70km/h（含）', '续航里程:45km(含)-55km(不含)', '尺寸:1700x800x1100mm', '整备质量:60kg', '最大功率:500KW']",新日小龟王电动车风雅欧妮电动摩托车60V成人男女电瓶助力踏板车,新日雷利来专卖店,新日
2019-10-18,电压:60V;颜色分类:白色,4.8,天猫,是我喜欢的款式，非常棒！,2019-09-06 11:39:24,3780.00,"['证书编号：2018011102065910', '证书状态：有效', '产品名称：电动两轮轻便摩托车', '3C规格型号：XR800DQT-2A', '产品名称：SUNRA/新日 欧妮', '品牌:SUNRA/新日', '型号:欧妮', '产地:中国大陆', '适用性别:通用', '颜色分类:白色蓝色黑色粉色', '电压:60V', '制动方式:前后毂式', '适用人群:成人', '最高时速:50km/h(不含）-70km/h（含）', '续航里程:45km(含)-55km(不含)', '尺寸:1700x800x1100mm', '整备质量:60kg', '最大功率:500KW']",新日小龟王电动车风雅欧妮电动摩托车60V成人男女电瓶助力踏板车,新日雷利来专卖店,新日
2019-10-18,电压:60V;颜色分类:白色,4.8,天猫,车子很好，老婆很喜欢，只是物流遇了点麻烦。店家也很好,2019-09-12 11:48:00,3780.00,"['证书编号：2018011102065910', '证书状态：有效', '产品名称：电动两轮轻便摩托车', '3C规格型号：XR800DQT-2A', '产品名称：SUNRA/新日 欧妮', '品牌:SUNRA/新日', '型号:欧妮', '产地:中国大陆', '适用性别:通用', '颜色分类:白色蓝色黑色粉色', '电压:60V', '制动方式:前后毂式', '适用人群:成人', '最高时速:50km/h(不含）-70km/h（含）', '续航里程:45km(含)-55km(不含)', '尺寸:1700x800x1100mm', '整备质量:60kg', '最大功率:500KW']",新日小龟王电动车风雅欧妮电动摩托车60V成人男女电瓶助力踏板车,新日雷利来专卖店,新日
