add_time,prod_color,prod_id,prod_name,prod_topic,prod_url,rate,rate_score,sale_num
2019-12-23,碧波清绿/锂电【新国标版】TDTZD-025,44091703887,新日（SUNRA）电动车 新国标电动自行车 成人48V锂电池电瓶车小型轻便代步车 星雨亮白/锂电【新国标版】TDTZD-025,新日,https://item.jd.com/44091703887.html,骑了一周了，还是满电状态,5,903
2019-12-23,碧波清绿/锂电【新国标版】TDTZD-025,44091703887,新日（SUNRA）电动车 新国标电动自行车 成人48V锂电池电瓶车小型轻便代步车 星雨亮白/锂电【新国标版】TDTZD-025,新日,https://item.jd.com/44091703887.html,车子质量：很厚重哦，防震效果不错。电池续航：大概两天充一次，每天跑两到三次。外形外观：很靓丽，很漂亮。骑行体验：座椅宽大，坐着蛮舒服。适用场景：电池可以取出来充，好方便的。其他特色：双十一买，太划算了。太棒了！！我觉得在京东买东西真的很有保障，尤其是贵重的，大件，出了问题都会积极解决。摔**踢皮球式的服务几百条街。喜欢京东。,5,903
2019-12-23,星雨亮白/锂电【新国标版】TDTZD-025,44091703887,新日（SUNRA）电动车 新国标电动自行车 成人48V锂电池电瓶车小型轻便代步车 星雨亮白/锂电【新国标版】TDTZD-025,新日,https://item.jd.com/44091703887.html,基本符合期望，就是国标速度一言难尽,4,903
2019-12-23,碧波清绿/锂电【新国标版】TDTZD-025,44091703887,新日（SUNRA）电动车 新国标电动自行车 成人48V锂电池电瓶车小型轻便代步车 星雨亮白/锂电【新国标版】TDTZD-025,新日,https://item.jd.com/44091703887.html,动力不足,5,903
2019-12-23,星雨亮白/锂电【新国标版】TDTZD-025,44091703887,新日（SUNRA）电动车 新国标电动自行车 成人48V锂电池电瓶车小型轻便代步车 星雨亮白/锂电【新国标版】TDTZD-025,新日,https://item.jd.com/44091703887.html,车子质量杠杠的,5,903
2019-12-23,碧波清绿/锂电【新国标版】TDTZD-025,44091703887,新日（SUNRA）电动车 新国标电动自行车 成人48V锂电池电瓶车小型轻便代步车 星雨亮白/锂电【新国标版】TDTZD-025,新日,https://item.jd.com/44091703887.html,很小巧，颜值高，锂电池比想象中要重些，原以为很轻呢。,5,903
2019-12-23,通用款/黑色靠背/咨询客服,44091703887,新日（SUNRA）电动车 新国标电动自行车 成人48V锂电池电瓶车小型轻便代步车 星雨亮白/锂电【新国标版】TDTZD-025,新日,https://item.jd.com/44091703887.html,很可以，客服服务态度很好，整体很满意，物流速度也快，配送员服务态度很好。满意。,5,903
2019-12-23,星雨亮白/锂电【新国标版】TDTZD-025,44091703887,新日（SUNRA）电动车 新国标电动自行车 成人48V锂电池电瓶车小型轻便代步车 星雨亮白/锂电【新国标版】TDTZD-025,新日,https://item.jd.com/44091703887.html,车子质量：结实电池续航：续航能力不错外形外观：简洁大方骑行体验：佳,5,903
2019-12-23,碧波清绿/锂电【新国标版】TDTZD-025,44091703887,新日（SUNRA）电动车 新国标电动自行车 成人48V锂电池电瓶车小型轻便代步车 星雨亮白/锂电【新国标版】TDTZD-025,新日,https://item.jd.com/44091703887.html,总的来说不错，车子基本上除了是电动的，其他功能基本上都没有配，没有后视镜，没有转向灯，动力一般，电磁暂时看来还比较耐用。不过才买回来，立马就降价100快，能说什么咧？,4,903
2019-12-23,星雨亮白/锂电【新国标版】TDTZD-025,44091703887,新日（SUNRA）电动车 新国标电动自行车 成人48V锂电池电瓶车小型轻便代步车 星雨亮白/锂电【新国标版】TDTZD-025,新日,https://item.jd.com/44091703887.html,为了接送孩子上学方便，特别给婆婆买了一个电动车，对比了多家最终选择新日，感觉性价比感谢，但是骑行了一段时间，感觉锂电池不怎么撑时间，跑不了多少路就显示没电了，再关注一下,5,903
