add_time,comment_sum,comment_url,month_sale,product_id,product_price,product_title,product_url,score_list,shop_id,shop_list,shop_name,shop_url,topic
2019-12-21,21,https://detail.tmall.com/item.htm?id=589906584534&skuId=4216895363065&areaId=320200&user_id=4020238108&cat_id=2&is_b=1&rn=ade8df09773c362d5b82866df42f234a&on_comment=1#J_TabBar,1笔,589906584534,7988,新大洲本田【全款包邮】本田HONDA V-GO智能锂电电动摩托车7988元,http://detail.tmall.com/item.htm?id=589906584534&skuId=4216895363065&areaId=320200&user_id=4020238108&cat_id=2&is_b=1&rn=ade8df09773c362d5b82866df42f234a,"['描述4.8', '服务4.6', '物流4.7']",4020238108,"['证书编号：2019011102163851', '证书状态：有效', '产品名称：电动两轮摩托车', '3C规格型号：SDH1500DT', '品牌:新大洲本田', '型号:V-GO', '产地:中国大陆', '颜色分类:焕彩白整车价7988元（含锂电池）珍珠黑整车价7988元（含锂电池）女神红整车价7988元（含锂电池）冰川蓝整车价7988元（含锂电池）', '发动机类型:电动机', '制动方式:前碟后鼓', '车辆类型:踏板车', '生产时间:2019年', '适用人群:通用', '尺寸:1671x665x1038mm', '上市时间:2019-04', '电池容量:20Ah', '排量:0cc', '整备质量:40kg', '最大功率:2KW', '是否有ABS:否', '电压:48V', '座高:811mm', '最高时速:55Km/h']",新大洲本田官方旗舰店,http://store.taobao.com/search.htm?user_number_id=4020238108&rn=ade8df09773c362d5b82866df42f234a&keyword=新大洲电动车,新大洲
2019-12-21,0,https://detail.tmall.com/item.htm?id=605670134122&skuId=4245292197734&areaId=320200&user_id=4020238108&cat_id=2&is_b=1&rn=ade8df09773c362d5b82866df42f234a&on_comment=1#J_TabBar,0笔,605670134122,3000,新大洲本田【预付款门店提车】H12电动摩托车5280元,http://detail.tmall.com/item.htm?id=605670134122&skuId=4245292197734&areaId=320200&user_id=4020238108&cat_id=2&is_b=1&rn=ade8df09773c362d5b82866df42f234a,"['描述4.8', '服务4.6', '物流4.7']",4020238108,"['证书编号：2017011102944362', '证书状态：有效', '产品名称：电动两轮摩托车', '3C规格型号：SDH1200DT-2', '品牌:新大洲本田', '型号:H12', '产地:中国大陆', '颜色分类:智能标准版（H12）荧光红整车价5280元（含电池+GPS）智能标准版（H12）魅力银整车价5280元（含电池+GPS）智能标准版（H12）珍珠黑整车价5280元（含电池+GPS）智能标准版（H12）焕彩白整车价5280元（含电池+GPS）', '发动机类型:电动机', '制动方式:前碟后鼓', '车辆类型:踏板车', '生产时间:2018年', '适用人群:通用', '尺寸:1750x690x1080mm', '排量:0cc', '整备质量:100kg', '最大功率:1.2KW', '最大扭矩:15N·m', '最大功率转速:740rpm', '是否有ABS:否', '座高:729mm', '最高时速:51Km/h']",新大洲本田官方旗舰店,http://store.taobao.com/search.htm?user_number_id=4020238108&rn=ade8df09773c362d5b82866df42f234a&keyword=新大洲电动车,新大洲
2019-12-21,7,https://detail.tmall.com/item.htm?id=606558394828&skuId=4248824820542&areaId=320200&user_id=2206456792674&cat_id=2&is_b=1&rn=ade8df09773c362d5b82866df42f234a&on_comment=1#J_TabBar,0笔,606558394828,2399,哈啰新大洲X1智能电动车电池租赁版新款新国标小型踏板代步电瓶车,http://detail.tmall.com/item.htm?id=606558394828&skuId=4248824820542&areaId=320200&user_id=2206456792674&cat_id=2&is_b=1&rn=ade8df09773c362d5b82866df42f234a,"['描述4.7', '服务4.7', '物流4.7']",2206456792674,"['证书编号：2019011119190219', '证书状态：有效', '产品名称：电动自行车', '3C规格型号：TDT01Z', '品牌:哈啰车服', '电池类型:锂电池', '产地:中国大陆', '适用性别:通用', '颜色分类:哈啰蓝青春白亮黑', '车架材质:高碳钢', '电压:48V', '上市时间:其他', '货号:新大洲X1', '配置等级:其他', '核载人数:单人', '款式:其他', '适用人群:成人', '是否商场同款:是', '最高时速:25km/h及以下', '整备质量:55kg']",哈啰车服电动车旗舰店,http://store.taobao.com/search.htm?user_number_id=2206456792674&rn=ade8df09773c362d5b82866df42f234a&keyword=新大洲电动车,新大洲
2019-12-21,1,https://detail.tmall.com/item.htm?id=604166779942&skuId=4398502046269&areaId=320200&user_id=2206456792674&cat_id=2&is_b=1&rn=ade8df09773c362d5b82866df42f234a&on_comment=1#J_TabBar,1笔,604166779942,2999,哈啰新大洲X1智能电动车新款新国标锂电池电瓶车踏板车助动小型车,http://detail.tmall.com/item.htm?id=604166779942&skuId=4398502046269&areaId=320200&user_id=2206456792674&cat_id=2&is_b=1&rn=ade8df09773c362d5b82866df42f234a,"['描述4.7', '服务4.7', '物流4.7']",2206456792674,"['证书编号：2019011119190219', '证书状态：有效', '产品名称：电动自行车', '3C规格型号：TDT01Z', '品牌:派乐', '产地:中国大陆', '适用性别:通用', '颜色分类:哈啰蓝青春白亮黑', '电压:48V', '货号:新大洲', '最高时速:25km/h及以下']",哈啰车服电动车旗舰店,http://store.taobao.com/search.htm?user_number_id=2206456792674&rn=ade8df09773c362d5b82866df42f234a&keyword=新大洲电动车,新大洲
