add_time,applyTime,weike_wid,wid
2020-04-29,1586046689000,1734588887,1744366272
2020-04-29,1585378061000,1734588887,1743866217
2020-04-29,1587296735000,1733676986,1862291475
2020-04-29,1587295174000,1733676986,1862263909
2020-04-29,1587208624000,1733676986,1861431084
2020-04-29,1586858237000,1733676986,1742286409
2020-04-29,1585924759000,1733676986,1836359148
2020-04-29,1583974444000,1733676986,1745055460
2020-04-29,1587899587000,1742340908,1875482802
2020-04-29,1587898528000,1742340908,1875464835
2020-04-29,1585972047000,1742340908,1836806144
2020-04-29,1585798641000,1742340908,1830889853
2020-04-29,1583721517000,1742340908,1743964009
2020-04-29,1584258543000,1735170481,1791608335
2020-04-29,1584448330000,1785336805,1794579366
2020-04-29,1583996612000,1785336805,1786043390
2020-04-29,1584231819000,1748544123,1743919515
2020-04-29,1585236107000,1745711656,1738804569
2020-04-29,1585134947000,1734592770,1736273765
2020-04-29,1584761902000,1734592770,1750482952
2020-04-29,1587823848000,1733141265,1874160618
2020-04-29,1587027462000,1733141265,1857502271
2020-04-29,1586531646000,1733141265,1847561026
2020-04-29,1586527376000,1733141265,1847497660
2020-04-29,1586516408000,1733141265,1847247212
2020-04-29,1586251284000,1733141265,1839715134
2020-04-29,1585231119000,1733141265,1818452278
2020-04-29,1585012339000,1733141265,1737153984
2020-04-29,1584918981000,1733141265,1742405400
2020-04-29,1583990959000,1733141265,1785581901
2020-04-29,1583682914000,1733141265,1744954473
2020-04-29,1583393091000,1733141265,1734503653
2020-04-29,1583760418000,1733676581,1741780937
2020-04-29,1587776538000,1744142043,1873239084
2020-04-29,1587030746000,1744142043,1857605455
2020-04-29,1585465942000,1744142043,1822665461
2020-04-29,1583403241000,1733227264,1734639589
2020-04-29,1583399482000,1733227264,1734588880
2020-04-29,1587544074000,1733030596,1743277914
2020-04-29,1587725213000,1733390801,1872624453
2020-04-29,1587512651000,1733390801,1866119468
2020-04-29,1587422460000,1733390801,1747209273
2020-04-29,1587339788000,1733390801,1862489740
2020-04-29,1587272532000,1733390801,1861984359
2020-04-29,1587270300000,1733390801,1861952844
2020-04-29,1587268009000,1733390801,1861922681
2020-04-29,1587264253000,1733390801,1861868303
2020-04-29,1587261263000,1733390801,1861832081
2020-04-29,1587179349000,1733390801,1860937841
2020-04-29,1587172783000,1733390801,1745199533
2020-04-29,1585124596000,1733390801,1739682834
2020-04-29,1584094545000,1733390801,1789654055
2020-04-29,1583573531000,1733390801,1740618998
2020-04-29,1583399866000,1733390801,1734600330
2020-04-29,1583308962000,1733134738,1733676986
2020-04-29,1583248589000,1733452119,1733227264
2020-04-29,1583309031000,1733198458,1733193802
2020-04-29,1583239719000,1733198458,1733134738
2020-04-29,1586432032000,1733194707,1845961782
2020-04-29,1583394094000,1733194707,1734520764
2020-04-29,1583390556000,1733194707,1734475062
2020-04-29,1583308001000,1733032648,1733670832
2020-04-29,1583245337000,1733397187,1733194707
