add_time,avaliableStockNum,defaultImageUrl,goodsId,isAllStockEmpty,isCanSell,isExistEmptyStock,isMultiSku,isPreSell,isPutAway,maxPrice,minPrice,putAwayDate,salesNum,sellModelType,sortNum,title
2020-04-28,5000,https://image-c.weimobwmc.com/saas-wxbiz/559e3801f53041d0b24d05b2dcd1a460.jpg,1208960130189,False,True,False,1,,0,2699.0,2699.0,1586573421000,0,,0,【尚乐新国标（广东版）】精于设计，舒适体验全升级 铅酸48V12AH
2020-04-28,5000,https://image-c.weimobwmc.com/saas-wxbiz/8d6e1b71dd86412ea5dadd0579d066fc.jpg,1208899460189,False,True,False,1,,1,3399.0,3399.0,1586423475000,0,,0,以旧换新 雅迪电动车 米萱（旧车电池48V20AH以上）
2020-04-28,6000,https://image-c.weimobwmc.com/saas-wxbiz/653d9063ca24491e992ff7c5fc90ae8b.jpg,1208955000189,False,True,False,1,,0,3699.0,3699.0,1586573431000,0,,0,【欧豆锂电新国标（广东版）】舒适人机互动体验 锂电48V15AH
2020-04-28,6010,https://image-c.weimobwmc.com/saas-wxbiz/131f4d8b93a14494b4447f134533663f.jpg,1208946720189,False,True,False,1,,1,3599.0,3599.0,1586423483000,0,,0,以旧换新 雅迪电动车 米月升级版（旧车电池48V20AH以上）
2020-04-28,5000,https://image-c.weimobwmc.com/saas-wxbiz/c2cc2a27b7dd4271ba0c7e43da732985.jpg,1208876890189,False,True,False,1,,0,2599.0,2599.0,1586573427000,0,,0,【316S新国标（广东版）】可提电池贴近生活 一路伴行 锂电48V12AH
2020-04-28,6000,https://image-c.weimobwmc.com/saas-wxbiz/af3fc77ae3e944ecb36ff4d9191b39e5.jpg,1208879570189,False,True,False,1,,1,3599.0,3599.0,1586423493000,0,,0,以旧换新 雅迪电动车 E-VEN轻摩版（旧车电池48V20AH以上）
2020-04-28,6000,https://image-c.weimobwmc.com/saas-wxbiz/7cd689fb297f46f9be0d13fe0da13e27.jpg,1208879140189,False,True,False,1,,1,3499.0,3499.0,1586423497000,0,,0,以旧换新 雅迪电动车 酷J锂电新国标（旧车电池48V20AH以上）
2020-04-28,1999,https://image-c.weimobwmc.com/saas-wxbiz/887b352a082542a8b26d7ceaf62464a6.jpg,1208900250189,False,True,False,1,,1,4099.0,4099.0,1586423500000,0,,0,以旧换新 雅迪电动车 V20豪华版（旧车电池48V20AH以上）
2020-04-28,8000,https://image-c.weimobwmc.com/saas-wxbiz/4b701c42aec84c858e435329f1a9ff48.jpg,1208892150189,False,True,False,1,,1,2799.0,2799.0,1586423504000,0,,0,以旧换新 雅迪电动车 尚纳轻摩版（旧车电池48V20AH以上）
2020-04-28,8000,https://image-c.weimobwmc.com/saas-wxbiz/0f6c6d5af14a4b5f8f7a9c86df56a616.jpg,1208862620189,False,True,False,1,,1,2999.0,2999.0,1586423507000,0,,0,以旧换新 雅迪电动车 速迅轻摩版（旧车电池48V20AH以上）
