add_time,area,date,name,price
2020-04-03,杭钢,2020-04-03,Cr系合结钢(Φ20-28),4020
2020-04-03,鞍钢/本钢,2020-04-03,热轧板卷(5.5-11.75*1500*C),3200
2020-04-03,宝钢,2020-04-03,冷轧无取向硅钢(0.5*1200*C),7540
