常州,中华商务网1,http://www.chinaccm.cn/PriceData/PriceData.aspx?Type=DATA_NATIONALPRICE%2c%E5%9B%BD%E5%86%85%E4%BB%B7%E6%A0%BC&Cata=1&scode=24020301&limit=ManuName%2c%E5%8D%97%E9%92%A2%3bMarketName%2c%E5%B8%B8%E5%B7%9E%3bSpec%2c%CF%866.5%3b&dshow=Date%2cSuppName%2cSpec%2cPrice
天津,中华商务网2,http://www.chinaccm.cn/PriceData/PriceData.aspx?Type=DATA_NATIONALPRICE%2c%E5%9B%BD%E5%86%85%E4%BB%B7%E6%A0%BC&Cata=1&scode=3408&limit=SpecTypeName%2c%E5%85%A8%E4%B9%B3%E8%83%B6%3bAreaName%2c%E5%8D%8E%E4%B8%9C%3b&dshow=SuppName%2cSpecTypeName%2cDate%2cPrice
中石化华东,中华商务网2,http://www.chinaccm.cn/PriceData/PriceData.aspx?Type=DATA_NATIONALPRICE%2c%E5%9B%BD%E5%86%85%E4%BB%B7%E6%A0%BC&Cata=1&scode=341301&limit=&dshow=SuppName%2cGrade%2cDate%2cPrice
中石化华东,中华商务网1,http://www.chinaccm.cn/PriceData/PriceData.aspx?Type=DATA_NATIONALPRICE%2c%E5%9B%BD%E5%86%85%E4%BB%B7%E6%A0%BC&Cata=1&scode=300807&limit=ManuName%2c%E9%BD%90%E9%B2%81%E7%9F%B3%E5%8C%96%3bGrade%2cS1000%3b&dshow=Date%2cSuppName%2cGrade%2cPrice
中石化华东,中华商务网2,http://www.chinaccm.cn/PriceData/PriceData.aspx?Type=DATA_NATIONALPRICE%2c%E5%9B%BD%E5%86%85%E4%BB%B7%E6%A0%BC&Cata=1&scode=3401&limit=ManuName%2c%E7%87%95%E5%B1%B1%E7%9F%B3%E5%8C%96%3bGrade%2cK8303%3b&dshow=SuppName%2cGrade%2cDate%2cPrice
中石化华东,中华商务网2,http://www.chinaccm.cn/PriceData/PriceData.aspx?Type=DATA_NATIONALPRICE%2c%E5%9B%BD%E5%86%85%E4%BB%B7%E6%A0%BC&Cata=1&scode=3401&limit=ManuName%2c%E7%87%95%E5%B1%B1%E7%9F%B3%E5%8C%96%3bGrade%2cK7726%3b&dshow=SuppName%2cGrade%2cDate%2cPrice
中石化华东,中华商务网2,http://www.chinaccm.cn/PriceData/PriceData.aspx?Type=DATA_NATIONALPRICE%2c%E5%9B%BD%E5%86%85%E4%BB%B7%E6%A0%BC&Cata=1&scode=3401&limit=Grade%2cM250E%3b&dshow=SuppName%2cGrade%2cDate%2cPrice
中石化华东,中华商务网2,http://www.chinaccm.cn/PriceData/PriceData.aspx?Type=DATA_NATIONALPRICE%2c%E5%9B%BD%E5%86%85%E4%BB%B7%E6%A0%BC&Cata=1&scode=3402&limit=ManuName%2c%E6%89%AC%E5%AD%90%E7%9F%B3%E5%8C%96%3bGrade%2c7042%3b&dshow=SuppName%2cGrade%2cDate%2cPrice
上海,中华商务网2,http://www.chinaccm.cn/PriceData/PriceData.aspx?Type=DATA_NATIONALPRICE%2c%E5%9B%BD%E5%86%85%E4%BB%B7%E6%A0%BC&Cata=1&scode=3404&limit=Grade%2cHI-121H%3b&dshow=SuppName%2cGrade%2cDate%2cPrice
镇江,中华商务网2,http://www.chinaccm.cn/PriceData/PriceData.aspx?Type=DATA_NATIONALPRICE%2c%E5%9B%BD%E5%86%85%E4%BB%B7%E6%A0%BC&Cata=1&scode=3404&limit=ManuName%2c%E9%95%87%E6%B1%9F%E5%A5%87%E7%BE%8E%3bGrade%2cPA-707K%3b&dshow=SuppName%2cGrade%2cDate%2cPrice
镇江,中华商务网2,http://www.chinaccm.cn/PriceData/PriceData.aspx?Type=DATA_NATIONALPRICE%2c%E5%9B%BD%E5%86%85%E4%BB%B7%E6%A0%BC&Cata=1&scode=3404&limit=Grade%2cPA-757K%3b&dshow=SuppName%2cGrade%2cDate%2cPrice
浙江,中华商务网5,http://www.chinaccm.cn/PriceData/PriceData.aspx?Type=DATA_NATIONALPRICE%2c%E5%9B%BD%E5%86%85%E4%BB%B7%E6%A0%BC&Cata=1&scode=341402&limit=ManuName%2c%E5%8D%8E%E5%B3%B0%3b&dshow=SuppName%2cGrade%2cDate%2cPrice
上海,中华商务网2,http://www.chinaccm.cn/PriceData/PriceData.aspx?Type=DATA_NATIONALPRICE%2c%E5%9B%BD%E5%86%85%E4%BB%B7%E6%A0%BC&Cata=1&scode=341406&limit=ManuName%2c%E4%B9%90%E5%A4%A9%E7%9F%B3%E5%8C%96%3b&dshow=SuppName%2cGrade%2cDate%2cPrice
上海,中华商务网2,http://www.chinaccm.cn/PriceData/PriceData.aspx?Type=DATA_NATIONALPRICE%2c%E5%9B%BD%E5%86%85%E4%BB%B7%E6%A0%BC&Cata=1&scode=341406&limit=ManuName%2c%E7%A7%91%E6%80%9D%E5%88%9B%3b&dshow=SuppName%2cGrade%2cDate%2cPrice
上海,中华商务网2,http://www.chinaccm.cn/PriceData/PriceData.aspx?Type=DATA_NATIONALPRICE%2c%E5%9B%BD%E5%86%85%E4%BB%B7%E6%A0%BC&Cata=1&scode=341405&limit=ManuName%2c%E9%95%87%E6%B1%9F%E5%A5%87%E7%BE%8E%3b&dshow=SuppName%2cGrade%2cDate%2cPrice
华东,中华商务网3,http://www.chinaccm.cn/PriceData/PriceData.aspx?Type=DATA_NATIONALPRICE%2c%E5%9B%BD%E5%86%85%E4%BB%B7%E6%A0%BC&Cata=1&scode=301401&limit=AreaName%2c%E5%8D%8E%E4%B8%9C%3bSpec%2c44V20%E3%80%81M20S%3b&dshow=SuppName%2cDate%2cAreaName%2cSpec%2cBottomPrice
江苏,中华商务网1,http://www.chinaccm.cn/PriceData/PriceData.aspx?Type=DATA_NATIONALPRICE%2c%E5%9B%BD%E5%86%85%E4%BB%B7%E6%A0%BC&Cata=1&scode=280803&limit=SpecTypeName%2c%E9%87%91%E7%BA%A2%E7%9F%B3%E5%9E%8B%3bProvinceName%2c%E6%B1%9F%E8%8B%8F%3bManuName%2c%E5%8D%97%E4%BA%AC%E9%92%9B%E7%99%BD%3b&dshow=Date%2cSuppName%2cSpecTypeName%2cAvgPrice
华东,中华商务网1,http://www.chinaccm.cn/PriceData/PriceData.aspx?Type=DATA_NATIONALPRICE%2c%E5%9B%BD%E5%86%85%E4%BB%B7%E6%A0%BC&Cata=1&scode=28120307&limit=Spec%2c0.99%3b&dshow=Date%2cSuppName%2cSpec%2cAvgPrice
华东,中华商务网1,http://www.chinaccm.cn/PriceData/PriceData.aspx?Type=DATA_NATIONALPRICE%2c%E5%9B%BD%E5%86%85%E4%BB%B7%E6%A0%BC&Cata=1&scode=371105&limit=AreaName%2c%E5%8D%8E%E4%B8%9C%3bManuName%2c%E6%B1%9F%E8%8B%8F%E7%90%86%E6%96%87%3b&dshow=Date%2cSuppName%2cSpec%2cAvgPrice
华南,中华商务网1,http://www.chinaccm.cn/PriceData/PriceData.aspx?Type=DATA_NATIONALPRICE%2c%E5%9B%BD%E5%86%85%E4%BB%B7%E6%A0%BC&Cata=1&scode=37110301&limit=Brand%2c%E7%8E%96%E9%BE%99%3b&dshow=Date%2cSuppName%2cSpec%2cAvgPrice
华东,中华商务网1,http://www.chinaccm.cn/PriceData/PriceData.aspx?Type=DATA_NATIONALPRICE%2c%E5%9B%BD%E5%86%85%E4%BB%B7%E6%A0%BC&Cata=1&scode=371001&limit=Brand%2c%E7%A5%9E%E7%9B%BE%3bAreaName%2c%E5%8D%8E%E4%B8%9C%3b&dshow=Date%2cSuppName%2cSpec%2cAvgPrice
上海,上海有色网,https://hq.smm.cn/qian/category/201102250211
上海,上海有色网,https://hq.smm.cn/xin/category/201102250173
上海,上海有色网,https://hq.smm.cn/nie/category/201102250239
上海,上海有色网,https://hq.smm.cn/xin/category/201102250158
上海,上海有色网,https://hq.smm.cn/xi/category/201102250140
上海,上海有色网,https://hq.smm.cn/tong/category/201102250376
上海,上海有色网,https://hq.smm.cn/lv/category/201102250311
Cr系合结钢(Φ20-28),我的钢铁网,https://list1.mysteel.com/market/p-401-----0102010201-0--------1.html
热轧板卷(5.5-11.75*1500*C),我的钢铁网,http://list1.mysteel.com/market/p-231-----010103-0-010101-------1.html
冷轧无取向硅钢(0.5*1200*C),我的钢铁网,http://list1.mysteel.com/market/p-437-----010106-0-010101-------1.html
镨钕金属(TREO≥99%、Pr≥20%-25%、Nd≥75%-80%),瑞道金属网,https://www.ruidow.com/market/detail?id=15844133425715
钆铁(TREM≥99%、Gd75±2%),瑞道金属网,https://www.ruidow.com/market/detail?id=15844133498021
