add_time,area,date,name,price
2020-05-11,上海,2020-05-11,SMM1#铅锭,
2020-05-11,上海,2020-05-11,SMM0#锌锭,
2020-05-11,上海,2020-05-11,SMM1#电解镍,
2020-05-11,上海,2020-05-11,Zamak3锌合金,
2020-05-11,上海,2020-05-11,SMM1#锡,
2020-05-11,上海,2020-05-11,SMM1#电解铜,43590
2020-05-11,上海,2020-05-11,SMMA00铝,12840
